day,scenario,appi,daily_ubi_amount,a_supply_total,a_unclaimed_total,a_decay_burn_total,b_supply_total,b_reserves,b_liabilities,reserve_coverage_ratio,crystallized_a_total,crystallized_b_total,top10_b_share,median_b_balance,gini_b,gini_integrity,virtual_stake_usage_rate,defense_quota_usage_rate,defense_quota_eligible_total
124,inequality_pressure,104.4558,104.4558,962414.5658,15593.8722,562503.0407,3131.062,17352.1369,152.0348,114.1326,3372.9252,2647.8631,0.2318,13.9553,0.5335,0.4875,0.1,0.75,15
125,inequality_pressure,100.9407,102.3666,973256.1985,11788.4844,570787.9844,3148.0755,17335.1234,167.3788,103.5682,3394.1921,2664.8766,0.2309,14.2488,0.5293,0.4864,0.1,0.75,15
126,inequality_pressure,101.2689,101.2689,979245.1801,12579.6422,579148.2399,3183.8401,17299.3588,175.7585,98.4269,3438.8979,2700.6412,0.2282,15.044,0.52,0.4838,0.1,0.75,15
127,inequality_pressure,102.3592,102.3592,987566.9463,11160.0379,587542.9274,3183.8401,17299.3588,237.435,72.8594,3438.8979,2700.6412,0.235,14.2488,0.5305,0.4829,0.1,0.75,15
128,inequality_pressure,102.7143,102.7143,993146.4284,12518.0714,595987.7222,3192.9863,17290.2126,277.461,62.3158,3454.6925,2709.7874,0.2351,13.9553,0.533,0.4828,0.0952,0.7619,16
129,inequality_pressure,102.3174,102.3174,1000409.4632,12084.5984,604455.5329,3278.5613,17204.6376,213.9275,80.4228,3561.6612,2795.3624,0.2283,15.044,0.5211,0.4775,0.0952,0.7619,16
130,inequality_pressure,100.5688,100.5688,1008093.9881,10956.5082,612973.557,3298.8904,17184.3085,292.6749,58.7147,3587.0726,2815.6915,0.2335,13.9553,0.5343,0.4769,0.0952,0.7619,16
131,inequality_pressure,98.774,98.774,1013943.7548,11260.7596,621560.5838,3371.8023,17111.3966,186.5454,91.7278,3697.7184,2888.6034,0.2233,15.044,0.5113,0.4735,0.1667,0.75,18
132,inequality_pressure,101.6898,101.6898,1021085.2958,10691.0478,630204.2732,3391.4517,17091.7472,236.3393,72.3187,3722.2802,2908.2528,0.2179,15.044,0.5064,0.4725,0.1667,0.75,18
133,inequality_pressure,100.1722,100.1722,1026711.9823,11352.888,638917.7533,3391.4517,17091.7472,213.3572,80.1086,3722.2802,2908.2528,0.2188,15.044,0.5079,0.4716,0.1667,0.75,18
134,inequality_pressure,99.6098,99.6098,1034726.8083,9490.5988,647685.5326,3410.515,17072.6839,124.015,137.6663,3746.1092,2927.3161,0.2193,16.3347,0.499,0.4701,0.1667,0.75,18
135,inequality_pressure,99.4967,99.4967,1039230.2696,11063.7208,656533.4601,3410.515,17072.6839,193.7834,88.1019,3746.1092,2927.3161,0.2217,16.3347,0.5006,0.4696,0.1667,0.75,18
136,inequality_pressure,98.1747,98.1747,1043421.5897,12638.7545,665426.4223,3430.3779,17052.821,136.3894,125.0304,3770.9379,2947.179,0.2205,17.6966,0.5016,0.4687,0.16,0.76,19
137,inequality_pressure,98.4219,98.4219,1050059.788,11829.6186,674360.6382,3482.9841,17000.2148,125.3106,135.6646,3836.6957,2999.7852,0.2157,17.6966,0.5046,0.4692,0.16,0.76,19
138,inequality_pressure,97.5423,97.5423,1053747.5549,13723.8675,683361.236,3493.697,16989.5019,164.1813,103.4801,3850.0868,3010.4981,0.219,16.6156,0.5054,0.4687,0.16,0.76,19
139,inequality_pressure,98.2452,98.2452,1059179.0955,13942.0144,692398.7116,3508.3467,16974.8522,142.8973,118.7906,3868.3989,3025.1478,0.2195,16.6156,0.5076,0.4689,0.16,0.76,19
140,inequality_pressure,98.0285,98.0285,1065973.1302,12752.9731,701490.5025,3559.9687,16923.2302,148.5347,113.9345,3932.9264,3076.7698,0.2189,18.1524,0.4925,0.4674,0.16,0.76,19
141,inequality_pressure,95.6407,96.068,1071274.9243,12701.6416,710650.2339,3565.965,16917.2339,194.8152,86.8373,3940.4217,3082.7661,0.2218,17.6966,0.4964,0.4654,0.16,0.76,19
142,inequality_pressure,96.4085,96.4085,1077221.1567,11991.6934,719862.9831,3608.9199,16874.279,194.8571,86.5982,3994.1154,3125.721,0.2179,18.7083,0.4923,0.464,0.16,0.76,19
143,inequality_pressure,95.8413,95.8413,1084130.9148,10100.9931,729135.1947,3623.2526,16859.9463,181.9469,92.6641,4012.0313,3140.0537,0.2178,19.1958,0.4861,0.4625,0.16,0.76,19
144,inequality_pressure,93.8011,93.9245,1087940.4049,10983.4215,738476.5038,3684.4099,16798.7889,142.0102,118.2928,4088.4779,3201.2111,0.2189,19.3877,0.4819,0.4629,0.1538,0.8077,21
145,inequality_pressure,93.8172,93.8172,1093715.0386,9884.3978,747855.9079,3684.4099,16798.7889,142.3361,118.022,4088.4779,3201.2111,0.2181,19.0775,0.4794,0.4634,0.1538,0.8077,21
146,inequality_pressure,94.4559,94.4559,1097075.3318,11222.6464,757293.0582,3732.7967,16750.4022,162.9008,102.8258,4148.9614,3249.5978,0.213,19.6963,0.4651,0.4624,0.1538,0.8077,21
147,inequality_pressure,96.1778,96.1778,1101936.8748,11246.9707,766763.8116,3751.666,16731.5329,223.4988,74.8618,4172.548,3268.4671,0.2162,19.6963,0.4681,0.4619,0.1429,0.75,21
148,inequality_pressure,93.0499,94.2542,1106809.6992,10992.9081,776283.1803,3788.0474,16695.1514,211.1544,79.0661,4218.0248,3304.8486,0.2188,19.6853,0.4801,0.4606,0.1379,0.7586,22
149,inequality_pressure,95.9667,95.9667,1110177.9621,12399.9148,785851.2773,3803.0536,16680.1453,248.5594,67.1073,4236.7825,3319.8547,0.2185,18.4381,0.482,0.4588,0.1333,0.8,24
150,inequality_pressure,93.6997,94.0474,1115297.6433,11741.4174,795453.0569,3848.7405,16634.4583,213.505,77.9113,4293.8912,3365.5417,0.2217,18.4381,0.4769,0.4567,0.1333,0.8,24
151,inequality_pressure,92.441,92.441,1120382.1172,10851.5023,805106.0334,3870.346,16612.8529,194.9663,85.2088,4320.898,3387.1471,0.2119,20.1692,0.4675,0.452,0.129,0.7742,24
152,inequality_pressure,92.5164,92.5164,1122268.9514,13110.7257,814809.8545,3912.392,16570.8068,172.7611,95.9174,4373.4556,3429.1932,0.216,20.1692,0.4674,0.451,0.129,0.7742,24
153,inequality_pressure,93.6421,93.6421,1126043.573,13625.1052,824532.544,3951.4996,16531.6993,214.8768,76.9357,4422.34,3468.3007,0.218,20.1692,0.4629,0.4505,0.125,0.8125,26
154,inequality_pressure,94.4597,94.4597,1132387.4164,11642.9341,834292.9798,3981.163,16502.0359,145.9106,113.0969,4459.4192,3497.9641,0.2143,20.4919,0.4573,0.4501,0.1176,0.8235,28
155,inequality_pressure,95.1086,95.1086,1133722.221,14750.5451,844116.8539,3999.0314,16484.1675,173.0457,95.2591,4481.7547,3515.8325,0.2159,19.5846,0.4609,0.4492,0.1176,0.8235,28
156,inequality_pressure,94.0525,94.0525,1139283.8726,13383.5916,853954.0761,4007.7954,16475.4035,239.8168,68.7,4492.7098,3524.5965,0.2162,19.5846,0.4624,0.4481,0.1176,0.8235,28
157,inequality_pressure,94.7839,94.7839,1147024.5322,9930.9057,863846.9149,4025.2537,16457.9452,211.6343,77.766,4514.5327,3542.0548,0.2161,20.5511,0.4578,0.4468,0.1176,0.8235,28
158,inequality_pressure,94.6037,94.6037,1149513.1629,11631.4681,873817.1602,4025.2537,16457.9452,193.4325,85.0837,4514.5327,3542.0548,0.2159,20.3181,0.4659,0.4462,0.1176,0.8235,28
159,inequality_pressure,93.092,93.092,1153271.9918,11814.3404,883812.2918,4026.6842,16456.5147,255.4896,64.4117,4521.685,3543.4853,0.2176,20.3181,0.4737,0.4452,0.1143,0.8286,29
160,inequality_pressure,95.394,95.394,1156150.5432,13153.5162,893845.0117,4067.8024,16415.3965,246.6547,66.5521,4573.0828,3584.6035,0.2165,21.3711,0.4722,0.4428,0.1143,0.8286,29
161,inequality_pressure,95.472,95.472,1162986.029,10550.3583,903906.5172,4089.6254,16393.5735,259.1901,63.2492,4600.3615,3606.4265,0.2184,22.4637,0.467,0.4417,0.1143,0.8286,29
162,inequality_pressure,94.755,94.755,1164118.4334,13473.5,914036.3775,4162.4882,16320.7106,224.9608,72.5491,4702.1446,3679.2894,0.2206,20.7647,0.4682,0.4413,0.1111,0.8333,30
163,inequality_pressure,94.8025,94.8025,1169341.7591,12329.3584,924177.5618,4187.3872,16295.8117,194.7263,83.6857,4733.2684,3704.1883,0.219,21.4355,0.4726,0.4391,0.1081,0.8108,30
164,inequality_pressure,94.1551,94.1551,1174121.5719,11432.3292,934370.9794,4211.4062,16271.7926,269.3376,60.4141,4763.2921,3728.2074,0.221,20.7647,0.4746,0.4377,0.1053,0.8158,31
165,inequality_pressure,97.5206,97.5206,1178072.4432,11842.0432,944612.1951,4243.3851,16239.8138,225.369,72.0588,4803.2657,3760.1862,0.2142,22.9781,0.4614,0.4373,0.1053,0.8158,31
166,inequality_pressure,94.9048,95.5702,1182462.2625,11495.6979,954892.9195,4265.8225,16217.3763,192.7147,84.1523,4831.3125,3782.6237,0.2089,21.7789,0.4571,0.436,0.1026,0.8205,32
167,inequality_pressure,96.8358,96.8358,1184801.6063,13299.3384,965217.5422,4289.9691,16193.2298,197.0515,82.1776,4861.4957,3806.7702,0.2081,22.5949,0.4604,0.4351,0.1026,0.8205,32
168,inequality_pressure,94.809,94.899,1188083.7818,13873.3227,975565.5582,4305.1536,16178.0453,141.2058,114.5707,4880.4763,3821.9547,0.2116,23.2642,0.4588,0.4348,0.1026,0.8205,32
169,inequality_pressure,99.0142,99.0142,1192893.1377,13442.887,985946.396,4347.4709,16135.728,153.4191,105.1742,4933.3729,3864.272,0.21,23.8951,0.4586,0.4326,0.1026,0.8205,32
170,inequality_pressure,97.5208,97.5208,1197731.2867,12771.8548,996375.3274,4361.056,16122.1429,253.1248,63.6925,4950.3543,3877.8571,0.2137,22.5949,0.4761,0.4328,0.1026,0.8205,32
171,inequality_pressure,97.4463,97.4463,1202977.2872,11605.139,1006852.6403,4435.6892,16047.5097,164.4193,97.6012,5043.6458,3952.4903,0.2116,22.8835,0.4535,0.4302,0.122,0.8293,34
172,inequality_pressure,99.7982,99.7982,1207306.9286,11660.5453,1017382.4132,4491.3679,15991.831,173.463,92.1916,5113.2442,4008.169,0.2179,22.5949,0.4617,0.4285,0.122,0.8293,34
173,inequality_pressure,98.6453,98.6453,1214099.8827,9091.3181,1027955.4824,4514.5731,15968.6258,174.2815,91.6255,5142.2507,4031.3742,0.2126,23.4984,0.4582,0.4263,0.122,0.8293,34
174,inequality_pressure,101.1567,101.1567,1219058.9846,8637.6193,1038596.4813,4552.6107,15930.5882,189.9895,83.8498,5189.7977,4069.4118,0.2123,24.1943,0.4534,0.4255,0.122,0.8293,34
175,inequality_pressure,98.5431,99.1335,1220110.9913,11758.509,1049287.0711,4565.7508,15917.448,153.9531,103.3915,5206.2229,4082.552,0.2103,24.9206,0.4536,0.425,0.122,0.8293,34
176,inequality_pressure,99.8892,99.8892,1224543.8726,11568.7668,1059988.181,4585.6236,15897.5753,192.0374,82.7837,5231.0638,4102.4247,0.2107,23.8951,0.4604,0.424,0.122,0.8293,34
177,inequality_pressure,98.5665,98.5665,1229813.3779,10302.6877,1070733.6198,4601.6203,15881.5786,221.8514,71.5866,5251.0596,4118.4214,0.2081,23.6771,0.4664,0.4227,0.122,0.8293,34
178,inequality_pressure,101.2349,101.2349,1233425.73,11037.6279,1081531.7535,4630.3612,15852.8377,110.7739,143.1098,5286.9858,4147.1623,0.209,23.9659,0.4659,0.4219,0.122,0.8293,34
179,inequality_pressure,101.9855,101.9855,1235353.4641,13556.8047,1092366.0108,4635.405,15847.7939,140.0997,113.118,5298.5011,4152.2061,0.2099,23.6771,0.4683,0.4214,0.119,0.8333,35
180,inequality_pressure,102.4679,102.4679,1240665.5259,12743.867,1103219.5455,4645.9783,15837.2205,177.2005,89.3746,5311.7178,4162.7795,0.2157,23.2965,0.4737,0.4202,0.119,0.8333,35
181,inequality_pressure,103.3205,103.3205,1245352.0469,12632.0426,1114126.2007,4680.733,15802.4658,202.7304,77.9482,5355.1612,4197.5342,0.216,22.6083,0.4672,0.4194,0.119,0.8333,35
182,inequality_pressure,101.6972,101.6972,1248399.6853,13885.4688,1125079.7212,4694.7551,15788.4438,155.7568,101.366,5372.6887,4211.5562,0.2153,23.1809,0.464,0.4182,0.1163,0.8605,37
183,inequality_pressure,101.0749,101.0749,1255530.2999,10864.5005,1136063.7181,4694.7551,15788.4438,254.5965,62.0136,5372.6887,4211.5562,0.2125,22.9467,0.4651,0.4179,0.1136,0.8636,38
184,inequality_pressure,103.4828,103.4828,1257819.172,13035.3758,1147119.0211,4715.7129,15767.486,313.285,50.3295,5398.886,4232.514,0.2181,23.0622,0.4688,0.4167,0.1136,0.8636,38
185,inequality_pressure,103.9933,103.9933,1261393.7892,13955.4457,1158197.2128,4741.9315,15741.2673,304.7192,51.6583,5444.2377,4258.7327,0.2189,23.6771,0.4637,0.4146,0.1111,0.8667,39
186,inequality_pressure,102.7615,102.7615,1263554.348,16060.726,1169311.1507,4773.038,15710.1609,292.285,53.7495,5483.1208,4289.8391,0.2187,23.2642,0.4681,0.4125,0.1087,0.8696,40
187,inequality_pressure,104.5497,104.5497,1271060.6223,13072.4238,1180446.6942,4776.6737,15706.5251,314.3377,49.967,5490.4882,4293.4749,0.2152,23.9719,0.4625,0.4116,0.1064,0.8723,41
188,inequality_pressure,106.082,106.082,1275265.9035,13542.8208,1191657.3004,4787.9267,15695.2722,269.5819,58.2208,5504.5544,4304.7278,0.2175,24.4921,0.4538,0.4094,0.1064,0.8723,41
189,inequality_pressure,106.0735,106.0735,1279679.6826,13726.5417,1202909.9594,4808.7421,15674.4568,209.3463,74.8734,5530.5736,4325.5432,0.2125,25.939,0.444,0.4066,0.1042,0.8542,41
190,inequality_pressure,105.806,105.806,1284285.5234,13639.4075,1214206.7562,4808.7421,15674.4568,240.8473,65.0805,5530.5736,4325.5432,0.2134,26.1004,0.4448,0.406,0.1042,0.8542,41
191,inequality_pressure,104.3713,104.3713,1290652.6176,11549.5462,1225549.6115,4841.2881,15641.9108,232.1349,67.3829,5571.2561,4358.0892,0.2162,26.1004,0.4459,0.4044,0.1042,0.8542,41
192,inequality_pressure,104.5839,104.5839,1294284.4017,12158.8928,1236956.1376,4853.0651,15630.1338,293.4462,53.264,5585.9774,4369.8662,0.214,25.9848,0.4453,0.4036,0.1042,0.8542,41
193,inequality_pressure,105.6241,105.6241,1296418.4953,14425.577,1248398.9817,4916.994,15566.2049,313.6873,49.6233,5665.8886,4433.7951,0.2197,25.4595,0.4537,0.4033,0.1042,0.8542,41
194,inequality_pressure,106.4443,106.4443,1303480.5757,11865.9563,1259863.1666,4959.2612,15523.9377,304.5057,50.9808,5730.788,4476.0623,0.218,26.1257,0.4524,0.401,0.1,0.88,44
195,inequality_pressure,106.3591,106.3591,1305264.4172,14429.036,1271397.9724,5021.4023,15461.7966,193.3207,79.98,5808.4644,4538.2034,0.2093,26.1257,0.4318,0.3972,0.1,0.88,44
196,inequality_pressure,105.9425,105.9425,1309614.7029,14417.486,1282950.6165,5038.5124,15444.6865,171.4562,90.0795,5829.8519,4555.3135,0.2084,25.939,0.4387,0.3959,0.1,0.88,44
197,inequality_pressure,107.6893,107.6893,1312928.8615,15606.993,1294546.7636,5059.7096,15423.4893,211.04,73.0832,5856.3485,4576.5107,0.2139,25.8874,0.4458,0.3954,0.098,0.902,46
198,inequality_pressure,105.2118,105.5355,1319285.6206,13382.2745,1306176.0522,5087.6316,15395.5672,251.4246,61.2333,5894.7453,4604.4328,0.2177,25.5929,0.4476,0.3952,0.0962,0.9231,48
199,inequality_pressure,105.9071,105.9071,1325410.5519,11346.3581,1317868.9084,5126.3009,15356.8979,254.5798,60.3225,5943.0819,4643.1021,0.2142,26.4507,0.4387,0.3936,0.0962,0.9231,48
200,inequality_pressure,106.6499,106.6499,1331345.7287,9577.8814,1329623.0139,5153.7828,15329.4161,238.0366,64.3994,5977.4343,4670.5839,0.2121,28.5648,0.4294,0.3916,0.0962,0.9231,48
201,inequality_pressure,107.2638,107.2638,1332209.9787,12935.9114,1341436.4712,5187.9153,15295.2836,277.2108,55.1756,6020.0999,4704.7164,0.2099,29.4799,0.4311,0.3902,0.0962,0.9231,48
202,inequality_pressure,104.1948,105.1185,1336564.0371,12498.4526,1353258.571,5290.1141,15193.0848,256.1338,59.317,6147.8484,4806.9152,0.2081,29.7829,0.4325,0.3872,0.0962,0.9231,48
203,inequality_pressure,104.147,104.147,1339244.8379,13544.3377,1365124.2114,5348.8019,15134.397,217.4769,69.5908,6221.2081,4865.603,0.2126,30.3728,0.4331,0.3857,0.0962,0.9231,48
204,inequality_pressure,105.5952,105.5952,1343758.2517,12945.5585,1377016.6597,5357.4218,15125.777,176.4244,85.7352,6231.9831,4874.223,0.2067,30.3848,0.4269,0.384,0.0962,0.9231,48
205,inequality_pressure,106.9578,106.9578,1348694.4314,12115.4618,1388954.2423,5381.2134,15101.9854,246.6265,61.2342,6261.7226,4898.0146,0.2095,29.7829,0.4328,0.3828,0.0962,0.9231,48
206,inequality_pressure,105.0242,105.0242,1352589.2418,11930.5781,1400941.1866,5421.4859,15061.713,281.6236,53.4817,6312.0631,4938.287,0.2091,28.9214,0.4341,0.3812,0.0962,0.9231,48
207,inequality_pressure,104.5298,104.5298,1356492.6225,11653.2409,1412967.079,5421.4859,15061.713,285.247,52.8024,6312.0631,4938.287,0.2062,28.9214,0.4362,0.3803,0.0962,0.9231,48
208,inequality_pressure,106.3948,106.3948,1358683.4122,13323.3153,1425032.0052,5433.7897,15049.4092,252.5155,59.598,6327.4429,4950.5908,0.2073,28.9214,0.4395,0.3806,0.0962,0.9231,48
209,inequality_pressure,104.8047,104.8047,1362767.826,12837.7038,1437118.8393,5459.8312,15023.3677,251.0426,59.8439,6359.9947,4976.6323,0.2069,28.8787,0.4433,0.3787,0.0926,0.963,52
210,inequality_pressure,102.7935,102.7935,1367248.8133,11621.3604,1449246.5176,5498.5457,14984.6532,222.9223,67.2192,6422.6004,5015.3468,0.2073,29.9638,0.4441,0.3774,0.0893,0.9643,54
211,inequality_pressure,102.987,102.987,1369530.0604,12615.6732,1461419.0057,5524.4694,14958.7295,170.6365,87.6643,6455.0051,5041.2705,0.2062,29.9638,0.4383,0.3748,0.0877,0.9649,55
212,inequality_pressure,101.5971,101.5971,1373596.3941,11563.2871,1473614.3063,5548.723,14934.4759,223.6798,66.7672,6485.3221,5065.5241,0.2028,28.9288,0.4383,0.3745,0.0877,0.9649,55
213,inequality_pressure,101.8688,101.8688,1376520.3139,11630.7438,1485850.2703,5557.1848,14926.0141,170.4533,87.5666,6495.8993,5073.9859,0.2005,29.9638,0.4329,0.3727,0.0877,0.9649,55
214,inequality_pressure,102.8256,102.8256,1378688.7812,12606.2623,1498115.4734,5557.1848,14926.0141,203.3421,73.4035,6495.8993,5073.9859,0.2013,31.3527,0.4359,0.3717,0.0877,0.9649,55
215,inequality_pressure,101.5917,101.5917,1381620.7577,12537.4154,1510402.3612,5623.2399,14859.959,261.0958,56.9138,6578.4682,5140.041,0.2006,30.1298,0.4281,0.3708,0.0877,0.9649,55
216,inequality_pressure,103.412,103.412,1385025.9477,12327.8191,1522718.5688,5635.0601,14848.1387,194.9321,76.1708,6593.2435,5151.8613,0.1982,31.3527,0.4212,0.3695,0.0877,0.9649,55
217,inequality_pressure,102.2749,102.2749,1389355.0489,10965.5725,1535068.8283,5648.3424,14834.8565,194.2277,76.3787,6609.8463,5165.1435,0.2043,31.6326,0.4231,0.3679,0.0862,0.9483,55
218,inequality_pressure,100.8895,100.8895,1394180.2428,8822.338,1547462.3788,5681.599,14801.5999,250.6198,59.06,6651.4171,5198.4001,0.2047,31.6326,0.423,0.3676,0.0862,0.9483,55
219,inequality_pressure,100.861,100.861,1392830.0889,12832.8375,1559904.1812,5733.4287,14749.7702,219.3654,67.2384,6716.2042,5250.2298,0.2028,31.6326,0.4285,0.3652,0.0862,0.9483,55
220,inequality_pressure,99.5313,99.5313,1397603.1668,10523.2168,1572332.4821,5760.7274,14722.4715,136.3313,107.9904,6750.3276,5277.5285,0.1942,31.3527,0.4188,0.3619,0.0862,0.9483,55
221,inequality_pressure,100.0399,100.0399,1398203.6517,12417.9149,1584808.5137,5782.3255,14700.8734,194.7403,75.4896,6777.3251,5299.1266,0.1955,31.6326,0.424,0.3615,0.0862,0.9483,55
222,inequality_pressure,98.4606,98.4606,1399895.8977,12993.358,1597290.5503,5803.4478,14679.7511,219.4309,66.8992,6803.728,5320.2489,0.1933,31.9871,0.4206,0.3592,0.0862,0.9483,55
223,inequality_pressure,96.7057,96.7057,1405103.1085,9771.3562,1609789.5092,5803.4478,14679.7511,228.2402,64.3171,6803.728,5320.2489,0.1979,32.2322,0.42,0.3573,0.0862,0.9483,55
224,inequality_pressure,98.1335,98.1335,1405847.4216,11168.3167,1622340.5403,5810.1438,14673.0551,258.9164,56.671,6812.0981,5326.9449,0.1962,32.4717,0.4171,0.3561,0.0847,0.9661,57
225,inequality_pressure,98.187,98.187,1406041.5509,13048.0624,1634899.0145,5876.1439,14607.0549,186.2055,78.4459,6913.8681,5392.9451,0.1975,32.3095,0.4262,0.3548,0.0833,0.9667,58
226,inequality_pressure,98.1083,98.1083,1409631.4261,11576.3721,1647459.4301,5881.5884,14601.6105,223.6932,65.2752,6920.6737,5398.3895,0.1978,34.3711,0.4232,0.3542,0.0833,0.9667,58
227,inequality_pressure,98.6167,98.6167,1410991.6726,12394.1966,1660055.7443,5911.6302,14571.5686,279.4385,52.1459,6958.226,5428.4314,0.1931,34.7682,0.4147,0.3541,0.0833,0.9667,58
228,inequality_pressure,95.6215,96.6443,1412287.1866,12959.1276,1672665.661,5966.8662,14516.3327,297.0598,48.8667,7027.2709,5483.6673,0.1929,34.3711,0.4168,0.3532,0.0833,0.9667,58
229,inequality_pressure,97.5633,97.5633,1414364.9601,12873.826,1685288.5329,5998.2217,14484.9772,213.8822,67.7241,7066.4653,5515.0228,0.1882,35.6876,0.4131,0.3518,0.0833,0.9667,58
230,inequality_pressure,96.4622,96.4622,1414314.108,14750.3528,1697932.1825,6012.7138,14470.4851,223.3537,64.7873,7084.5804,5529.5149,0.186,36.3735,0.404,0.3503,0.0833,0.9667,58
231,inequality_pressure,96.5037,96.5037,1418864.2995,11989.766,1710575.3236,6020.3855,14462.8134,258.649,55.9168,7094.17,5537.1866,0.1898,36.3735,0.3999,0.35,0.0833,0.9667,58
232,inequality_pressure,94.1288,94.5737,1419129.5155,13187.9761,1723263.9666,6048.1835,14435.0153,272.7072,52.9323,7128.9176,5564.9847,0.185,36.9147,0.4094,0.3488,0.0833,0.9667,58
233,inequality_pressure,95.0558,95.0558,1423838.6115,10003.6353,1735955.2617,6075.1005,14408.0984,281.6372,51.1584,7162.5638,5591.9016,0.1877,36.654,0.4106,0.3479,0.0833,0.9667,58
234,inequality_pressure,95.859,95.859,1423223.4508,12238.6857,1748693.6479,6107.5169,14375.682,183.4347,78.3695,7203.0843,5624.318,0.1915,37.9191,0.4148,0.3468,0.0833,0.9667,58
235,inequality_pressure,94.2276,94.2276,1425441.2367,11377.3549,1761425.8824,6116.9037,14366.2952,197.0031,72.9242,7214.8178,5633.7048,0.1933,37.4218,0.417,0.3465,0.0833,0.9667,58
236,inequality_pressure,94.9964,94.9964,1426340.1165,11958.5627,1774180.2947,6141.3736,14341.8252,177.4753,80.8103,7245.4052,5658.1748,0.1942,37.2766,0.4176,0.3453,0.0806,0.9677,60
237,inequality_pressure,93.9606,93.9606,1429249.4692,10379.9016,1786943.6959,6153.5536,14329.6453,249.4672,57.441,7260.6301,5670.3547,0.192,37.8974,0.4181,0.3447,0.0806,0.9677,60
238,inequality_pressure,95.3722,95.3722,1427375.2585,13767.4544,1799736.1906,6166.5924,14316.6065,271.4064,52.7497,7276.9286,5683.3935,0.1904,37.9173,0.4175,0.3429,0.0806,0.9677,60
239,inequality_pressure,92.4781,93.4648,1431567.6249,10821.0556,1812509.9432,6172.1406,14311.0583,239.0245,59.8728,7283.8639,5688.9417,0.1843,38.2553,0.4144,0.3417,0.0806,0.9677,60
240,inequality_pressure,93.8766,93.8766,1431470.5075,12125.7499,1825325.6194,6172.1406,14311.0583,282.5234,50.6544,7283.8639,5688.9417,0.1843,38.2553,0.4178,0.3409,0.0794,0.9841,62
241,inequality_pressure,94.7021,94.7021,1433158.2399,11796.2155,1838140.3245,6206.334,14276.8649,198.3462,71.9795,7326.6057,5723.1351,0.1809,37.7938,0.41,0.3397,0.0794,0.9841,62
242,inequality_pressure,94.3778,94.3778,1432271.8363,13964.2444,1850971.9069,6246.2296,14236.9693,248.7241,57.24,7376.4752,5763.0307,0.1814,37.1558,0.4109,0.3399,0.0794,0.9841,62
243,inequality_pressure,94.9114,94.9114,1435513.6436,12113.9806,1863794.6253,6265.0411,14218.1578,218.3889,65.1048,7399.9896,5781.8422,0.1831,37.7938,0.4113,0.3396,0.0794,0.9841,62
244,inequality_pressure,92.9911,93.0132,1437334.2279,11343.705,1876649.7617,6277.841,14205.3578,161.9823,87.697,7415.9895,5794.6422,0.1803,37.7938,0.4036,0.3376,0.0781,1.0,64
